id,description
4484,"Trong 6 tháng, hai đạo chích thực hiện trót lọt 29 vụ trộm, ước tính tổng giá trị tài sản 100 triệu đồng."
4485,"Mỹ, Canada đang tổ chức họp về tình hình Triều Tiên với 18 nước trong khi Nga và Trung Quốc không được mời dự, chỉ nhận kết quả."
4486,Tổng thống Nga thảo luận về cuộc khủng hoảng liên quan chương trình hạt nhân của Triều Tiên khi điện đàm với người đồng cấp Mỹ.
4487,Các nhà khảo cổ phát hiện một chiếc đàn môi làm từ xương động vật vẫn có thể phát ra âm thanh ở Nga.
4488,Phương pháp trồng rau trong nhà của một công ty Mỹ cho năng suất cao gấp 350 lần bình thường.
4489,"Phúc lập xưởng chế tạo vũ khí trong rừng, quay video bắn thử súng rồi gửi cho các băng giang hồ ""chào hàng"" với giá 10-20 triệu đồng."
4490,"Hoàn thành chương trình học trong bốn năm, Nguyễn Linh Chi ra trường cùng anh chị khóa trước với số điểm 3.8/4.0."
4491,"Hơn 500 kẻng an ninh được lắp đặt tại xã Bà Điểm, huyện Hóc Môn, TP HCM giúp người dân truy hô mỗi khi có tội phạm, cháy nổ..."
4492,"Gia đình tôi ba thế hệ hiện sống trong một nhà, cùng hộ khẩu, vậy có được ghi tên vào sổ đỏ theo quy định mới? (Thanh Dự)"
4493,"Ban Bí thư khẳng định vi phạm của ông Ngô Văn Tuấn rất nghiêm trọng, thiếu thành khẩn nhận khuyết điểm nên cách mọi chức vụ trong Đảng."
4494,"""Did you know that he is named _______ his grandfather""? Hãy tìm giới từ phù hợp điền vào chỗ trống trong câu hỏi này."
4495,Cô Amanda Liberty ở Anh muốn đi tới hôn nhân cùng chiếc đèn chùm 90 năm để thể hiện tình yêu trường cửu.
4496,"Bị đại bàng vàng đụng trúng, máy bay không người lái rơi thẳng xuống đất từ độ cao gần 40 mét."
4497,"Trong ánh đèn disco lung linh, Lee Seung-hyun hát nốt câu cuối cùng. Khi tiếng nhạc tắt hẳn, không có tiếng vỗ tay nào vang lên."
4498,Cảnh sát Connecticut cáo buộc một phụ nữ tội hành hạ động vật khi xích chó ở ngoài khiến nó đóng băng tới chết.
4499,Nhiều người tham gia giải bài toán trong đề thi Olympic Hà Lan không chỉ ra đủ ba trường hợp tam giác vuông thỏa mãn.
4500,"Bạn có biết bồn rửa mặt, vòi nước, khăn tắm là gì trong tiếng Anh? Hãy làm bài trắc nghiệm dưới đây để kiểm tra vốn từ vựng."
4501,"Mang cá ra ""cúng"", dàn ôtô hàng ngang trả phí bằng tiền lẻ khi qua trạm BOT Biên Hòa, các tài xế nhiều lần khiến Quốc lộ 1A hỗn loạn."
4502,Cá mập voi dài 10 mét khoe chiếc miệng rộng như hố sâu hun hút trong khoảnh khắc kiếm ăn hiếm gặp.
4503,"Tổng thống Nga Putin kêu gọi nối lại đàm phán hòa bình Israel-Palestine, trong đó có trạng thái Jerusalem, sau khi Mỹ coi thành phố này là thủ đô Israel."
4504,Tôm bố và mẹ bị mắc kẹt vĩnh viễn bên trong khối bọt biển và phải trơ mắt chứng kiến đàn con chui qua những lỗ hổng thoát ra ngoài.
4505,"Học sinh lớp 10 vừa háo hức vừa hồi hộp khi tiếp xúc môi trường mới, trong khi học sinh lớp 11, 12 trăn trở về kỳ thi đại học."
4506,"Đề Vật lý thường dài, nhiều dữ liệu, tốn thời gian đọc hiểu, do đó 40 câu hỏi hoàn thành trong 50 phút là áp lực lớn với thí sinh."
4507,"Ngày 9/6, Hà Nội có 3 thí sinh vi phạm quy chế, trong đó một trường hợp thi hộ."
4508,"Trong buổi chiều 9/11, chiếc chuyên cơ chở Thủ tướng Australia cũng đã đáp xuống sân bay Đà Nẵng chuẩn bị cho cuộc gặp cấp cao với các nhà lãnh"
4509,"""Giờ phút cuối, con mong được chết trong vòng tay mẹ... Hãy nói mọi người đừng nghiện như con"", lời trăn trối của cậu con trai khiến bà Chung thù"
4510,"Hàng loạt xe máy tháo rời, thiết bị điện tử, điện lạnh cũ được chủ hàng nhập lậu, sau đó tân trang đem bán."
4511,"Cho rằng miễn học phí THCS là đề xuất tiến bộ, song nhiều nhà giáo lo ngại nhà trường thiếu tiền cho các hoạt động và dễ lạm thu."
4512,"Chính phủ Nhật Bản đảm bảo những khu vực thu nhập thấp cũng có giáo viên giỏi, không có chênh lệch lớn về giáo dục khắp cả nước."
4513,Sự xuất hiện trở lại của cá voi lưng gù bạch tạng Migaloo ngoài bờ biển Australia khiến du khách thích thú.
4514,Thuốc giải mà người nghi là Kim Jong-nam mang theo có thể không có hiệu quả tức thì và không thể bảo vệ nạn nhân trước chất độc.
4515,Cầy mangut tìm đủ cách tấn công rắn hổ mang trong khi con rắn tự vệ quyết liệt trên một sân golf ở Nam Phi.
4516,Đinh Quang Hiếu và chàng sinh viên trả lại 320 triệu đồng cho người bỏ quên được vinh danh là gương mặt trẻ xuất sắc của Hà Nội năm 2017.
4517,"Số lượng tàu chiến bị cắt giảm buộc hải quân Mỹ kéo dài thời gian làm nhiệm vụ, gây khó khăn cho việc huấn luyện và bảo trì thiết bị."
4518,"Doug Jones, ứng viên Dân chủ, thắng ghế thượng nghị sĩ bang Alabama, nơi phe Cộng hòa chiếm ưu thế, khiến ông Trump mất dần lợi thế tại thượng viện."
4519,"Thấy ảnh nhạy cảm của vợ cùng nhân tình, Tuyên uất ức tra khảo và ôm bình gas dọa đốt khi cảnh sát có mặt."
4520,Nhiều trẻ mẫu giáo ở Bắc Kinh nói rằng bị giáo viên tiêm thứ chất lỏng màu nâu và phải lột truồng trước mặt người lạ.
4521,"""Alike"" có nghĩa giống như - luôn đứng một mình, ở sau hai danh từ hoặc danh từ số nhiều; ""similar to"" có nghĩa là tương tự."
4522,"Cầu phao nối TP Móng Cái (Việt Nam) với TP Đông Hưng (Trung Quốc) dài 114 m, rộng 12 m."
4523,Đệ nhất phu nhân Mỹ Melania vừa ra lệnh loại bỏ cây mộc lan nổi tiếng ở Nhà Trắng do bị hư hại nặng.
4524,"""Thành phố cảng này ngày càng tấp nập, nhộn nhịp với tàu thuyền từ khắp nơi trên thế giới đổ về"", nghe ông Trump nói và điền từ còn thiếu."
4525,Quân đội Syria tuyên bố sẽ tiêu diệt máy bay Thổ Nhĩ Kỳ nếu nước này mở chiến dịch tấn công lực lượng người Kurd tại Syria.
4526,Hoàng tử Harry cùng nữ diễn viên Mỹ Meghan Markle lần đầu tiên xuất hiện trước công chúng Anh tại một sự kiện vì cộng đồng ở Nottingham.
4527,"Ông Nguyễn Long Hải từng giữ chức Bí thư Trung ương Đoàn, Chủ nhiệm Ủy ban Kiểm tra Trung ương Đoàn nhiệm kỳ 2012 – 2017."
4528,"Cố thủ trong xe sau va chạm giao thông, Thái lái ôtô đâm vào nhà dân rồi lăng mạ, đánh ngã cảnh sát khi bị khống chế."
4529,"Thiết bị gồm một tay cầm điều khiển và một dao lọc xoay tự động, với khả năng lọc sạch da và xương sườn cá chỉ trong vài giây."
4530,"Thành viên thường trực Ban bí thư cho rằng, chủ trương BOT là đúng nhưng phải ngăn chặn lợi dụng để làm sai."
4531,Xin hỏi Trái Đất sẽ thay đổi như thế nào nếu đại dương bị hút cạn? (Hoài An)
4532,Độ rộng ghế máy bay ở Mỹ giảm dần trong khi cân nặng trung bình của người dân Mỹ tăng lên.
4533,"Sự không thống nhất trong quan điểm về chất lượng dẫn đến thực tế “trên nói tốt, dưới bảo không”."
4534,"Việc Trump ""khoe"" về nút hạt nhân trên Twitter bị nhận xét là ""hành động trẻ con"" và có thể khiến ông đánh mất lòng tin của các đồng minh."
4535,"Xin hỏi nếu không có muỗi, cuộc sống trên Trái Đất có tốt không? Liệu có loài nào nguy hiểm hơn thay thế muỗi không? (Ngọc Anh)"
4536,Cảnh sát Mỹ phát hiện một người vô gia cư tử vong trong thùng rác ngay ngày đầu năm mới giá rét.
4537,"Qua hai bước đăng ký, tân sinh viên sẽ nhận được vé xe giá 10.000 đồng áp dụng đến hết ngày 31/10."
4538,"Ba tháng trước, ông Vũ Đức Dũng bị cảnh cáo, cho thôi giữ các chức vụ trong Đảng vì có một số vi phạm, khuyết điểm."
4539,"Sau trận đánh vào Dinh Độc Lập đợt Tổng tấn công Mậu Thân 1968, ông Năm Lai bị truy nã, treo thưởng 2 triệu USD cho ai phát hiện."
4540,Tỷ phú Mỹ Elon Musk cho biết SpaceX sẽ lần đầu tiên phóng tên lửa Falcon Heavy có thể chở 70 tấn hàng vào vũ trụ trong tháng 11.
4541,"AFC là viết tắt của cụm từ ""Asian Football Confederation"". Bạn có phát âm đúng tên tổ chức này bằng tiếng Anh?"
4542,"Trong lúc tìm những người gặp nạn trên 9 tàu hàng bị sóng đánh chìm, cơ quan chức năng phải xử lý sự cố tràn dầu từ các tàu này."
4543,Tiêm kích F-15 Arab Saudi liên tiếp phóng mồi bẫy nhưng không đánh lừa được tên lửa phòng không do phiến quân Houthi phóng lên.
4544,"Tảng đá sụt xuống nơi công nhân đang làm việc khiến một người chết, hai người bị thương."
4545,"Để vượt qua kỳ thi vào lớp 10 THPT, thí sinh Hà Nội cần đến đúng giờ, kiểm tra rất kỹ đề và không được mang điện thoại vào phòng..."
4546,"Đột nhập vào căn nhà ở TP Tây Ninh, tên trộm chỉ mặc quần lót, đội mũ trùm mặt, cầm dao khống chế người phụ nữ, cướp tài sản."
4547,"Sóng cao 2-3m kèm theo gió giật mạnh khiến tàu đánh cá chìm, 6 ngư dân trôi dạt nhiều giờ trên biển đã được trung tâm cứu hộ đưa vào"
4548,Nhà chức trách Đài Loan đang tìm kiếm một thuyền viên người Việt sau khi tàu cá gặp nạn ngoài khơi Juifang.
4549,Các nhà khoa học chưa phát hiện tín hiệu ngoài hành tinh trên vật thể du hành liên sao 'Oumuamua sau những lần quét đầu tiên.
4550,"Nhà chức trách chưa nghi vấn ông Khoa bị mưu sát, việc điều tra đang theo hướng xe khách tông chết người qua đường."
4551,"Thứ trưởng Giao thông Nguyễn Ngọc Đông khẳng định, tiền đã có, đường đã xong, thiết bị đang về nên dự án phải được khai thác trong năm 2018."
4552,"Theo cô Hoa, Giám đốc Trung tâm Ms Hoa TOEIC, Hiệp định thương mại TPP có hiệu lực sẽ cần nhu cầu lớn nhân lực giỏi tiếng Anh."
4553,"Nhiều người có khả năng học ngôn ngữ nhanh hơn người khác, nhưng không có gì thay thế được thực hành."
4554,Một thanh niên Palestine từng mất chân trong biểu tình hồi năm 2008 đã thiệt mạng trong xung đột với quân đội Israel.
4555,"Các Hygrobot hoạt động không cần pin hay điện, chúng có thể di chuyển giống như giun hoặc sâu đo khi tiếp xúc với độ ẩm không khí."
4556,Tỷ phú Jack Ma cho biết sẽ nghiên cứu thiết lập gian hàng Việt Nam trên ứng dụng thương mại điện tử của Alibaba.
4557,Cơn đau đớn do xúc tu của sinh vật biển kịch độc gây ra buộc đoàn quay phim BBC đi tiểu lên vết thương để giảm bớt khó chịu.
4558,"Nghi ngờ nam hiệu phó Trường cao đẳng nghề Công nghiệp Hải Phòng làm giả văn bằng, chứng chỉ, Công an tỉnh Nam Định đã khởi tố."
4559,"Bộ trưởng Quốc phòng khẳng định cuộc tổng tiến công Mậu Thân 1968 đã tạo bước ngoặt chiến lược, quyết định toàn bộ cuộc kháng chiến chống Mỹ."
4560,Sự kiện trình diễn và kết nối cung - cầu công nghệ (TechDemo) do Bộ Khoa học và Công nghệ tổ chức đã khai mạc tối 22/11 tại Đà Nẵng.
4561,"Những cái ôm thật chặt, giọt nước, dòng lưu bút, lời ca tiếng hát… xuất hiện ở buổi lễ chia tay học sinh lớp 12 của trường THPT Gia Định,"
4562,"Nhà chức trách Quảng Trị cho người chui vào cống hộp, vạch từng bụi cỏ tìm nam sinh lớp 10 bị nước cuốn vào cuối chiều qua."
4563,Vụ ẩu đả trên bàn nhậu dẫn đến án mạng bắt đầu từ việc một thanh niên bị đàn anh mắng vô lễ và đổ cốc bia lên đầu.
4564,Lực lượng an ninh Israel bắn ba phát vào một nam thanh niên người Palestine vì nghi người này sắp thực hiện hành vi đánh bom tự sát.
4565,"Một bé gái khỏe mạnh được sinh ra từ phôi thai thụ tinh trong ống nghiệm bảo quản đông lạnh 24 năm ở bang Tennessee, Mỹ."
4566,"Xin hỏi trong thế giới động vật, loài nào giao phối nhiều lần nhất trong đời? (Thùy Anh)"
4567,Mẫu xe bay NeoXCraft của hãng VRCO dự kiến được đưa vào sản xuất năm 2020.
4568,"Không có lớp học tiện nghi, thầy và trò ở nhiều nơi trên thế giới học trong hang động, trên đỉnh núi, thậm chí trong xe buýt cải tạo."
4569,2.500 người dân ở phía tây nam Nhật được sơ tán trong lúc các chuyên gia gỡ một quả bom nặng 50 kg thời Thế chiến II.
4570,"Cầu Hà Tân bắc qua sông Bàn Thạch (Quảng Nam) sụt lún gần nửa mét khiến bề mặt uốn lượn, đứt gãy nhiều đoạn lan can."
4571,"Nước lũ đã rút từ đêm qua, nhưng hôm nay lại lên do trời mưa to. Toàn tỉnh có hơn 70.000 căn nhà bị ngập, 9 người chết."
4572,"Gấu trúc con mở mắt sau 40 ngày và phát triển nhanh kể từ hai tháng sau sinh, chúng có thể bước đi được sau 100 ngày đầu tiên."
4573,"Lịch trình một ngày tiêu biểu của con như sau: 6h15 dậy, 7h đi học, 17h30 về đến nhà, 19h ăn tối, 20h dọn dẹp tắm rửa, 21h học xong..."
4574,"Ông là người mở đầu nền độc lập tự chủ của đất nước, xây dựng cơ cấu nhà nước mới theo chế độ tập quyền trung ương."
4575,"Chile là quốc gia từng trải qua động đất mạnh nhất thế giới với cường độ 9,5 độ, khiến hàng nghìn người dân thiệt mạng."
4576,Bà Lụa nhiều năm qua không bước chân khỏi bậc thềm căn phòng bà đang ở tại trại phong Phú Bình (Thái Nguyên). Số phận bà được định đoạt từ
4577,"Sáng sớm, các điểm thi vào lớp 10 (THPT công lập và lớp chuyên) đã khá đông học sinh, nhiều phụ huynh tỏ ra căng thẳng không kém thí sinh."
4578,"Chính quyền Texas, Mỹ, điều máy bay phun thuốc dọc vùng ven biển để chiến đấu với những đàn muỗi lên tới hàng triệu con sau siêu bão Harvey."
4579,"Ngay sau khi đội tuyển U23 giành chiến thắng, người dân Hà Nội, TP HCM... đã lập tức tràn ra đường ăn mừng với những tiếng reo hò."
4580,Đàn muỗi hàng triệu con tổ chức tiệc thâu đêm trong ôtô sau khi một ngư dân quên đóng cửa kính.
4581,"Một nhóm trượt tuyết phát hiện và giải cứu con nai sừng tấm lớn suýt bị chôn vùi dưới lớp tuyết dày 1,8 m."
4582,Các nhà sinh thái Australia đang khuyến khích người dân ăn thịt kangaroo nhằm bảo vệ hệ sinh thái.
4583,"Các trường sẽ chạy đua, chỉ chú trọng tiêu chí có trong bảng xếp hạng mà bỏ rơi nhiều yếu tố khác tạo nên một đại học tử tế."
4584,Trận kịch chiến giữa hai con robot khổng lồ nặng hàng tấn kết thúc khi đại diện đến từ Mỹ hạ gục đối thủ Nhật Bản.
4585,"Nghe dì gọi điện nhờ đến quán cà phê để giải quyết mâu thuẫn với người tình, Toàn vác súng đến bắn bị thương hai người rồi bỏ trốn."
4586,Phi công MiG-29 Syria thực hiện màn chào hỏi với nhóm binh sĩ dưới mặt đất bằng pha biểu diễn khả năng bay thấp.
4587,Các nhà khoa học Singapore giải mã loại gene biến sầu riêng thành loại quả nặng mùi nhất thế giới.
4588,Cuộc đại di chuyển mùa xuân thường niên ở Trung Quốc bắt đầu với hàng triệu lượt người về quê ăn Tết.
4589,"Với bờ biển dài hàng trăm km, tỉnh này phát triển mạnh ngành khai thác dầu khí, du lịch biển đảo và cảng biển."
4590,Các bí quyết được cô Trà My (giảng viên Ielts Fighter) đúc rút sau nhiều năm luyện thi cho học sinh.
4591,Vũ cùng đám bạn choai choai vào rạng sáng đã cầm hung khí ào tới tấn công một người đàn ông vừa bước ra khỏi quán karaoke.
4592,"Ông Nguyệt bị xác định có nhiều chỉ đạo sai quy định của nhà nước, gây thiệt hại và tham ô hàng chục tỷ đồng."
4593,Xác của những người hiến tặng sẽ được bảo quản để dùng cho việc đào tạo bác sĩ hoặc nghiên cứu y học có giá trị.
4594,"""Afraid of"", ""anxious about"", ""bored with"", ""bad at"" là những tính từ có giới từ đi kèm thông dụng trong tiếng Anh."
4595,"Nghe bạn gái kể chuyện mâu thuẫn với nam thanh niên, Bảo kéo người đi đánh đối thủ nhưng sau đó bị chém gục."
4596,"Hơn trăm cảnh sát tập kích quán bar ở Cần Thơ trong đêm giao thừa, phát hiện hơn 60 thanh niên phê ma tuý."
4597,Bầu không khí trong lành khiến các em ngủ ngon hơn và tăng sức đề kháng.
4598,"Các nghị sĩ Nga từng thăm Triều Tiên cho biết nước này không sẵn sàng từ bỏ vũ khí, đang chuẩn bị tâm lý cho cuộc chiến tranh hạt nhân."
4599,"Trộm được con chó, nam thiếu niên bị người dân đánh, treo cổ bên cột điện nhưng may mắn được công an giải cứu."
4600,"Sau một ngày đến Đà Nẵng, trực thăng Marine One đã bay thử nhiều vòng chuẩn bị cho việc đón đoàn Tổng thống Donald Trump ngày 10/11."
4601,"Pháp thông báo điều tra thượng nghị sĩ, doanh nhân Nga Suleyman Kerimov vì có liên quan đến một vụ gian lận thuế."
4602,Những dấu tích của rừng Nam Cực thời tiền sử có thể giúp các nhà khoa học hiểu thêm về sự kiện đại tuyệt chủng kỷ Permi - Trias.
4603,"Ngoài câu ""I understand"", thì ""I hear you"", ""I can see that"", ""I know what you mean"" cũng có nghĩa là ""Tôi hiểu""."
4604,Quân đội Mỹ dự định chế tạo máy bay không người lái giấu trong những quả bom giả để đánh lừa đối phương.
4605,"Em hứng thú với ngành thiết kế vi mạch, dự định học ngành này, nhưng lại lăn tăn vì là con gái?"
4606,"Hàng nghìn chai nhựa, túi nylon xả trắng mặt đường sau đêm nhạc đón năm mới tại phố đi bộ Nguyễn Huệ, TP HCM."
4607,"Chính phủ Thổ Nhĩ Kỳ thực hiện đợt thanh trừng mới, nhắm vào những người bị nghi liên quan đến đảo chính bất thành năm ngoái."
4608,"Trẻ con Pháp không nổi nóng, cư xử biết suy nghĩ và chủ động, nhờ quá trình nuôi dạy đặc biệt của người lớn từ tuổi sơ sinh."
4609,"Kiểm tra hai người dân đi rừng, lực lượng chức năng phát hiện một con voọc chà vá chân nâu đã chết nằm trong túi xách."
4610,Viện nghiên cứu Triều Tiên ở Mỹ cho rằng Bình Nhưỡng đang đẩy nhanh quá trình đóng tàu ngầm mang tên lửa đạn đạo mới.
4611,"Khi đục lỗ bắc giàn giáo thủy đài trên đường Nguyễn Văn Đậu, đội thi công phát hiện cấu trúc bê tông cốt thép lạ khiến việc phá dỡ khó"
4612,"Cuối tuần này, một đợt không khí lạnh mạnh có khả năng ảnh hưởng tới Việt Nam, nhiều khu vực ở Bắc Bộ nhiệt độ sẽ giảm sâu."
4613,"Hơn 130 năm trước, Sài Gòn có tuyến đường ray với tàu chạy bằng hơi nước đầu tiên ở Việt Nam, đánh dấu sự ra đời ngành đường sắt."
4614,Khí heli siêu nóng đi qua kim loại và để lại các lỗ rỗng làm suy yếu và dần phá hủy lò phản ứng tổng hợp hạt nhân.
4615,"Với tỷ lệ trúng tuyển chỉ 1,47% năm 2012, Viện Khoa học và Công nghệ Birla (BITS) là đại học khó vào nhất thế giới."
4616,"Định hướng của Ngọc Diễm là muốn tương lai con có thể sống ở bất cứ quốc gia nào mà không bị trở ngại về giao tiếp, kiến thức."
4617,"Với con thuyền có sức chứa nhỏ, chàng trai làm cách nào để đưa một con sói và hai con cừu qua sông an toàn?"
4618,"Bài hình học của thầy Cương khó đến nỗi nhiều nước muốn loại khỏi đề thi và khi được giữ lại, ban giám khảo đã sửa để nó dễ hơn."
4619,Khoảnh khắc con kangaroo bần thần khi phát hiện lối về nhà bị hàng rào xây dựng vây kín lọt vào ống kính máy quay của một người qua đường.
4620,Một số ý kiến cho rằng con sóc bất động đang bám vào thân cây trong video chỉ là thú nhồi bông.
4621,Nhóm người Việt Nam đã may mắn không bị ảnh hưởng khi núi lửa ở Indonesia hoạt động trở lại.
4622,"Khẩu thần công dài 1,2m, rộng lòng 40cm, nặng hơn một tạ được tìm thấy tại Quan Lạn (Quảng Ninh)."
4623,"Hoa nói có mối mua xe máy tay ga giá rẻ, dụ hàng chục người đặt mua rồi chiếm đoạt hơn 35 tỷ đồng."
4624,"Nung nấu thù hận vì cho rằng bị chèn ép làm ăn, lão nông ở Thanh Hoá lén phun thuốc cỏ làm chết hàng trăm cây quất cảnh."
4625,Hươu cao cổ có thể đã phát triển cổ dài đặc biệt nhằm mục đích điều chỉnh nhiệt độ cơ thể cũng như ăn lá cây ở trên cao.
4626,"Việt và Thành bị cho là ""làm ngơ"" để hàng chục container hàng lậu đứng tên xe ôm, bà bán bún... thông quan trót lọt."
4627,"Thấy nữ chủ nhà có đôi khuyên tai vàng, Hùng xông vào dùng tro bếp xoa kín mặt nạn nhân rồi cướp đồ."
4628,Bài văn nghị luận về hành động chào bác bảo vệ của học sinh trường Lê Hồng Phong TP HCM khiến cô giáo ngữ văn Nghệ An hạnh phúc.
4629,"Sau khi uống sữa miễn phí thuộc chương trình Giáo dục dinh dưỡng học đường, hàng trăm học sinh tiểu học ở Hậu Giang có biểu hiện ngộ độc."
4630,Chương trình học toán trực tuyến cùng chuyên gia - Vclass có nhiều kiến thức hữu ích cho học sinh cấp II.
4631,Các cán bộ Agribank Krông Bông bị cáo buộc đã cố ý làm trái các quy định để cán bộ chiếm đoạt hơn 100 tỷ đồng của ngân hàng.
4632,"Thanh tra Bộ Nội vụ phát hiện Bình Định có 50 công chức giữ chức vụ lãnh đạo, quản lý còn thiếu một hoặc một số điều kiện, tiêu chuẩn."
4633,"Táo được rửa sạch, phủ màng bảo quản, phân loại theo kích cỡ, dán tem nhãn và đóng gói bằng dây chuyền tự động."
4634,Cơ nhân tạo được sản xuất bằng công nghệ in 3D có khả năng đàn hồi và chịu lực tốt hơn nhiều so với cơ bắp tự nhiên.
4635,"Ông Nguyễn Anh Dũng khuyên mưa gió tránh đứng gần cột điện, trạm biến áp; nước ngập vào nhà nên ngắt cầu dao; cháy chập điện không phun nước..."
4636,Chứng nghiện điện thoại thông minh bắt nguồn từ sự giải phóng chất dẫn truyền thần kinh dopamine trong não.
4637,Một máy bay Jetstar Pacific cất cánh từ Nội Bài (Hà Nội) đã phải quay lại kiểm tra kỹ thuật do báo lỗi cảm biến càng.
4638,Bài toán yêu cầu chứng minh đàn cừu an toàn khi sói thức dậy dành cho học sinh giỏi lớp 7-8 ở Bỉ liệu có làm khó bạn?
4639,"Căn hầm chứa hơn 2 tấn vũ khí nằm trong nhà ở đường Nguyễn Đình Chiểu, quận 3, TP HCM từng dùng để tấn công Dinh Độc Lập năm 1968."
4640,"Hai ngày sau vụ xả súng khiến ba người bị thương, nhóm nghi can ở Thanh Hoá ra đầu thú."
4641,"Thấy chiếc xe bán tải nằm dưới suối, người dân tới xem thì phát hiện một người đàn ông đã tử vong."
4642,"Xảy ra mâu thuẫn với chủ quán cà phê ở Đăk Lăk, người khách 33 tuổi về lấy súng AK quay lại bắn gục đối thủ."
4643,Nhà tiên tri mù người Bulgary dự đoán con người sẽ tìm thấy một dạng năng lượng mới trên sao Kim trong năm 2018.
4644,"Thấy công an, nhóm đánh bạc bỏ chạy, trong đó 3 người bị thương do nhảy lầu, 12 người bị bắt."
4645,"Chiều 5/10, nghi vấn hai container phế liệu nhập về cảng Hải Phòng có chất ma túy, nhà chức trách đã mở kiểm tra."
4646,"Theo luật, trong trường hợp có kế hoạch phối hợp với cảnh sát giao thông, cảnh sát bảo vệ mới được xử phạt vi phạm giao thông."
4647,"Một cơn bão khiến nguồn năng lượng cho mỏ vàng Beatrix bị cắt đứt, làm hơn 1.000 thợ mỏ mắc kẹt dưới lòng đất."
4648,"Quân đội Nhật bắt đầu xây dựng trận địa tên lửa phòng không và chống hạm trên đảo Ishigaki, cách Trung Quốc hơn 300 km."
4649,"Bộ trưởng yêu cầu các Sở Giáo dục rà soát, nếu trường nào chưa đủ điều kiện về giáo viên, cơ sở vật chất thì dừng triển khai VNEN."
4650,"Để lâm tặc chặt hạ 36 cây sa mu quý hiếm, một cán bộ trạm quản lý rừng tại Nghệ An bị khởi tố."
4651,"Chứng đau lưng kinh niên giống như một tên ""sát thủ vô hình"" ám ảnh cả cuộc đời John F. Kennedy."
4652,"Tôi sắp sinh, tuy nhiên vì một vài lý do nên không muốn con lấy họ cha hoặc họ mẹ. (Trịnh Quý)"
4653,"Để kịp nắm bắt tâm tư giáo viên và phụ huynh, Phó thủ tướng đã thị sát các nhóm trẻ tư nhân ở Đồng Nai từ sáng sớm."
4654,Bắc Kinh bắt đầu chế tạo tàu sân bay nội địa có lượng giãn nước 110.000 tấn và tính năng không thua kém hàng không mẫu hạm Mỹ.
4655,Một nhóm kiến lười trong đàn được cho có nhiệm vụ đẻ trứng làm thực phẩm nuôi đàn.
4656,Nhiều công nghệ hiện đại của Nhật Bản cung cấp cái nhìn thoáng qua về cuộc sống trong tương lai.
4657,"Phần lớn ngành của Viện Đại học Mở Hà Nội lấy điểm trúng tuyển từ 19,25 đến 29,33."
4658,"Khởi động có phần hụt hơi, Phan Đăng Nhật Minh thi đấu xuất sắc ở ba phần thi sau và giành vòng nguyệt quế Đường lên đỉnh Olympia 17."
4659,Một con cá mập phi thân lên khỏi mặt nước để vồ cá ngay gần bờ biển trước sự chứng kiến của nhiều du khách.
4660,"Tưởng đầu quả bom nhô lên mặt đất là cục đá, gia đình nông dân ở Bà Rịa - Vũng Tàu sử dụng để chẻ củi nhiều năm liền."
4661,Vẻ ngoài xinh đẹp lẫn tham vọng trong việc chinh phục tri thức khiến Catapang trở thành tâm điểm của truyền thông Philippines.
4662,"Không quân Israel hôm nay tấn công dải Gaza làm ba người bị thương, đáp trả việc tổ chức Hamas phóng rocket vào miền nam nước này."
4663,Hai phi công Ấn Độ bị đình chỉ công tác sau thông tin để xảy ra tranh cãi và bỏ buồng lái trong lúc bay.
4664,"Hai người chết nghẹn, 7 người đang trong tình trạng nguy kịch vì ăn bánh gạo mochi trong ngày đầu năm mới ở Tokyo."
4665,"Ông nói kết hôn do bố mẹ sắp đặt nên mâu thuẫn kéo dài, còn bà bảo từ khi chồng nghỉ hưu hay đàn đúm, quan hệ nhiều phụ nữ."
4666,"Ít nhiều thụ hưởng nền giáo dục của Pháp xây dựng ở Việt Nam đầu thế kỷ 20, nhiều học sinh đã trở thành trí thức lớn của dân tộc."
4667,"Trung tâm tư vấn du học Mỹ không phải là cứu cánh cho du học sinh, bộ hồ sơ ấn tượng không nằm ở bảng thành tích dày đặc..."
4668,"Nợ nần do thua bạc, nam thanh niên lái xe tải đi đột nhập cửa hàng sơn, đánh cắp hàng mang bán lấy 170 triệu đồng."
4669,Các nhà nghiên cứu Nhật Bản phát hiện bằng chứng cho thấy những cơn giông bão kích hoạt phản ứng hạt nhân trong không trung.
4670,"Bộ trưởng Phùng Xuân Nhạ cho rằng, khi tình hình kinh tế xã hội thay đổi, việc cộng điểm ưu tiên theo vùng cũng cần cân nhắc thay đổi."
4671,"Khi mắc cạn, cá mập Epaulette có khả năng đi bộ để thoát hiểm và có thể sống sót hơn một giờ bên ngoài môi trường nước."
4672,"Hàng chục nghìn hộp mỹ phẩm, thực phẩm chức năng ghi xuất xứ Hàn Quốc, New Zealand đang bị nghi ""đóng gói"" tại quận Hà Đông, Hà Nội."
4673,"Khối mầm non, tiểu học và THCS cần nhiều giáo viên nhất, trong năm học 2017-2018."
4674,"Ngày 9/8, vụ chia đất công cho quan xã ở Đồng Tâm (Hà Nội) khép lại bằng mức án cao nhất dành cho cán bộ địa chính - hơn 6"
4675,"Ba ngày liền ở trong nhà bạn trai, cô gái 15 tuổi trong lúc đi bộ về đã ngất xỉu ở giữa đường."
