id,description
4637,"Sau 29 tháng nằm viện, 24 lần phẫu thuật, người lính đặc công Đinh Văn Dương mất hai chân, hai tay nhưng đã trở lại với cuộc sống thường nhật."
4638,"Giao thông công cộng tiện lợi, y tế tốt, ít tội phạm, nguồn nước sạch... là những lợi ích mà thành phố thông minh sẽ mang lại."
4639,"Đám cháy bùng phát trong căn nhà cấp bốn có ba đứa trẻ bên trong, một em đã thiệt mạng."
4640,Nữ cán bộ xã ở Nghệ An đã duyệt hồ sơ cho 11 người ghép vào những hộ nghèo nhằm hưởng bảo hiểm y tế.
4641,"Sau 20 phút, đám cháy khiến nhiều biển quảng cáo ở bốn tầng thương mại trong toà nhà Hồ Gươm Plaza (Hà Đông, Hà Nội) bị hư hỏng, ám khói."
4642,"Cùng với việc xây cầu vượt An Dương - Thanh Niên giảm ùn tắc, đơn vị thi công đang gấp rút hạ mặt đê Nghi Tàm dài hơn một km"
4643,"Chở bình xăng và máy cắt cỏ vào rẫy làm việc, người đàn ông ở Lâm Đồng sau đó được phát hiện chết cháy bên đường."
4644,Nước dâng cao sau những cơn mưa lớn đã cuốn trôi mố cầu treo khiến tuyến giao thông huyết mạch ở huyện Krông Bông đứt kết nối.
4645,"Trường THPT Nguyễn Thị Minh Khai lúc đầu chỉ dành cho nữ sinh, một thời được gọi tên là Gia Long cùng hình ảnh tà áo tím đặc trưng."
4646,Dọc phố Hoàng Cầu (Hà Nội) người dân lao động gom củi đốt thành những đống lửa to tránh rét trong tiết trời lạnh 13 độ C.
4647,"Không khí lạnh suy yếu chậm, nền nhiệt miền Bắc ngày mai tăng 1-3 độ C, miền Trung tiếp tục mưa to, biển động do gió mùa đông bắc."
4648,"Để thu phí trở lại, chủ đầu tư BOT Cai Lậy đã làm hai bãi xe dành cho tài xế trả tiền lẻ, khu vực để phóng viên tác nghiệp."
4649,"Xông vào trường con trai đang học, người đàn ông ở Thanh Hóa tìm giáo viên để 'tính sổ' vì cho rằng con trai bị cô giáo véo tai đau."
4650,"Chi cục Đường thủy nội địa đang phong tỏa hiện trường, chờ đơn vị quân đội xử lý vật thể lạ dài hơn 2m dưới gầm cầu Long Biên."
4651,Tuyến buýt đường sông Bạch Đằng - Thủ Đức khai trương sáng nay với hàng trăm người dân háo hức xếp hàng chờ được trải nghiệm.
4652,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
4653,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
4654,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
4655,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
4656,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
4657,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
4658,"Các tướng lĩnh cho hay, quân đội sẽ không làm kinh tế đơn thuần mà phát triển kinh tế quốc phòng gắn với khoa học, công nghệ."
4659,48 trên tổng số 49 đại biểu đã bỏ phiếu tán thành bãi nhiệm chức Chủ tịch và đại biểu HĐND với ông Nguyễn Xuân Anh trong phiên họp bất
4660,"Mùa gió chướng, ngư dân Tiền Giang dùng cá bỏ vào lợp, quăng xuống biển dụ ốc cau, bắt mỗi ngày trên 100 kg, kiếm hơn một triệu đồng."
4661,"Người dân bán tháo hàng tấn cá cho thương lái với giá 135.000 đồng một kg, sau khi cá bớp nuôi trong lồng bè ở Khánh Hòa chết hàng loạt."
4662,"Sau đường Trần Duy Hưng, đường Nguyễn Chí Thanh sẽ được mở rộng thành bốn làn xe để giải quyết tình trạng nghẽn giao thông thường xuyên xảy ra."
4663,"Nhiều nhà đầu tư đang đề xuất các phương án giữ xe thông minh sẽ xây dựng ở Công trường Lam Sơn, công viên Tao Đàn, Lê Văn Tám."
4664,"Trong đêm tối, bé gái sơ sinh không mảnh vải được người dân phát hiện nằm cạnh bờ suối."
4665,"Quốc hội yêu cầu các Bộ, cơ quan ngang Bộ sắp xếp lại cơ cấu tổ chức bên trong để giảm tối đa cấp trung gian, thu gọn đầu mối."
4666,"Giả định phát hiện vật có nguồn phóng xạ hạt nhân tại cơ sở thu mua phế liệu, lực lượng chức năng đến xử lý và cấp cứu nạn nhân."
4667,"Ngày 24/11, hàng nghìn người dân TP HCM chen chân mua sắm tại hội chợ cuối tuần ở khu trung tâm nhân dịp giảm giá ngày Back Friday."
4668,Thứ tưởng Khoa học và Công nghệ nhấn mạnh những thách thức của trung tâm trước làn sóng cách mạng công nghiệp 4.0.
4669,"Trên đường được chồng chở đi làm về, người phụ nữ 29 tuổi ở Phú Yên bị dòng nước lũ chảy xiết cuốn mất tích."
4670,"Khói lửa bùng lên tại trụ xăng dầu ở quận Tân Phú, khiến khách đang đổ xăng quăng xe tháo chạy."
4671,Ông Mai Sỹ Diến cho rằng cần có quy định khuyến khích công dân thực hiện quyền tố cáo.
4672,"Thanh tra chính phủ đề xuất với những hành vi có dấu hiệu cấu thành tội phạm, yêu cầu chuyển cơ quan điều tra xem xét, xử lý."
4673,Tài xế dùng gỗ keo tràm che đậy gần bốn mét khối gỗ nhóm III và nhóm V nhằm qua mặt cơ quan chức năng.
4674,"Với 5 km chạy dưới thấp và trên cao, tổng mức đầu tư hơn 10.000 tỷ đồng, đường vành đai 2 đoạn Ngã Tư Sở - Vĩnh Tuy sẽ góp"
4675,"Lãnh đạo Bộ Tài nguyên cho rằng, việc ghi vào sổ đỏ các thành viên có chung quyền sử dụng đất nhằm cá thể hoá quyền lợi."
4676,"Đối lập với lo ngại về an ninh, trốn thuế..., nhiều đại biểu cho rằng buộc doanh nghiệp ngoại đặt máy chủ ở Việt Nam là trái cam kết hội"
4677,"Chiến tranh biên giới phía Bắc, cải cách ruộng đất cùng nhiều ""khoảng trống"" khác sẽ được bổ sung trong chương trình Lịch sử phổ thông mới."
4678,"Lửa cùng cột khói bốc cao cả chục mét từ quán karaoke hai tầng trên đường Nguyễn Hữu Thọ (bán đảo Linh Đàm, Hà Nội)."
4679,"Chủ tịch Liên đoàn lao động thành phố được phân công làm Chánh văn phòng Thành ủy Đà Nẵng, thay ông Đào Tấn Bằng."
4680,Bộ Tài chính cho rằng việc cơ quan thuế đồng thời thu tiền đóng bảo hiểm sẽ giúp đơn giản hóa công tác quản lý.
4681,"Từ mai, nhiệt độ Hà Nội chỉ 12-17 độ, các tỉnh miền núi có thể xuống dưới 4 độ C, một số nơi xuất hiện băng giá."
4682,"Những 'ngôi nhà' chạm trổ cho các loài chim được người dân làng Vác (Thanh Oai, Hà Nội) chế tác, có giá hàng chục triệu đồng."
4683,"Nhận được tiền tỷ từ dự án thủy điện, người Cadong (Quảng Ngãi) bỏ ra hàng trăm triệu đồng xây nhà kiên cố nhưng đóng cửa, chỉ ở nhà sàn."
4684,Sự kiện trình diễn và kết nối cung - cầu công nghệ (TechDemo) do Bộ Khoa học và Công nghệ tổ chức đã khai mạc tối 22/11 tại Đà Nẵng.
4685,"Mỗi năm TP HCM phải chi hơn nửa tỷ đồng để giải quyết hàng nghìn người nước ngoài quá hạn cư trú, bị tâm thần, ngáo đá, giả nghèo khổ"
4686,Các bến tàu đang được hoàn tất để chuẩn bị cho tuyến buýt đường sông Bến Thành - Thủ Đức hoạt động vào ngày 25/11.
4687,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
4688,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
4689,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
4690,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
4691,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
4692,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
4693,"Thăm Lăng mộ mẹ vua Dục Đức, con cháu dòng họ Nguyễn Phước Tộc phát hiện phần đế bia bị đập phá, dịch chuyển."
4694,"Nhờ nuôi ếch loại to cả một kg, ông Bùi Thọ Thính (Đông Hưng, Thái Bình) có thể thu nhập mỗi năm trên dưới 3 tỷ đồng."
4695,"Chuẩn bị lên cầu Cần Thơ, ôtô 7 chỗ bốc cháy dữ dội, nhóm người trong xe nhanh chóng thoát ra ngoài, trước khi ngọn lửa bao trùm."
4696,"Bị người yêu chia tay, nam thanh niên tỉnh Quảng Nam rủ hai người bạn cùng quê ra cầu Thuận Phước (Đà Nẵng) tâm sự rồi nhảy cầu tự tử."
4697,Một nữ cán bộ địa chính xã ở Nghệ An thu 4 triệu đồng của sáu hộ dân để làm nhanh thủ tục bìa đất.
4698,"Các tảng đá rơi từ trên núi xuống chắn ngang đường sắt đoạn qua đèo Hải Vân (huyện Phú Lộc, Thừa Thiên Huế) đã được dọn sạch."
4699,"Đại biểu Nguyễn Chiến cho rằng, ""cái lò chống tham nhũng phải được gia cố để giữ nhiệt, nhưng không nên đốt dàn trải""."
4700,"Sau cú đâm mạnh với xe tải trên quốc lộ 6 qua Sơn La, ôtô năm chỗ nát tươm, bốn người phía trong tử vong tại chỗ."
4701,"Hơn một tháng sau khi nhận kỷ luật về Đảng, ông Huỳnh Đức Thơ tiếp tục nhận kỷ luật hành chính."
4702,"Lãnh đạo Sở Xây dựng cho hay, nếu cắt dọc sẽ ảnh hưởng đến kết cấu toà nhà, còn việc cắt ngang phải thoả thuận với chủ đầu tư."
4703,"Quốc hội đã thông qua nghị quyết về việc lùi thời gian thực hiện chương trình, sách giáo khoa phổ thông mới, chậm nhất đến năm học 2020-2021."
4704,Gần 500 gian hàng của hơn 300 đơn vị đến từ 15 quốc gia và vùng lãnh thổ sẽ tham dự triển lãm.
4705,"Hứng đợt mưa gần 200 mm, hàng trăm hộ dân sống ven quốc lộ 1A ở huyện Thăng Bình (Quảng Nam) bị ngập."
4706,"Ngày 21/11, do lũ dâng cao, nhiều khu vực bị chia cắt, Sở Giáo dục Thừa Thiên Huế đã cho học sinh toàn tỉnh nghỉ học."
4707,"Ba sân bay Cát Bi, Phú Bài, Chu Lai dự kiến được nâng cấp từ nay đến 2020 với tổng kinh phí hơn 23.300 tỷ đồng."
4708,"Theo bà Nguyễn Thị Thuỷ, hơn 40 nước trên thế giới quy định xử lý đối với tài sản không giải trình được nguồn gốc hợp pháp."
4709,"Viện Khoa học và Công nghệ Việt Nam - Hàn Quốc được kỳ vọng lan tỏa phương thức quản lý, vận hành mới trong nghiên cứu khoa học."
4710,"Hàng chục người dân trong lúc thu hoạch mía đã phát hiện hai con trăn nên bắt, bán được 7 triệu đồng."
4711,Mùi khét cùng khói lửa bùng lên ở tầng hai ngôi trường cấp 2-3 ở quận Tân Phú khiến hàng trăm học sinh hoảng hốt.
4712,"Nước các sông Bồ, Hương dâng cao tràn vào hơn 7.000 nhà dân ven sông, làm một người chết, một người mất tích."
4713,"Tiếp tục kế hoạch lập lại mỹ quan đô thị, quận 1 (TP HCM) chuẩn bị khai trương thêm nhiều phố hàng rong."
4714,"Đề án 911 đặt mục tiêu từ năm 2010 đến 2020 đào tạo ít nhất 20.000 tiến sĩ cho đại học, cao đẳng, nhưng đến nay mới được hơn 3.000."
4715,Nhiều điểm sạt lở đổ đất đá xuống đường ray đoạn qua đèo Hải Vân khiến đường sắt Bắc - Nam tiếp tục tê liệt.
4716,"Rét nhất miền Bắc sáng nay là Mẫu Sơn (Lạng Sơn) 5 độ; Sa Pa (Lào Cai), Đồng Văn (Hà Giang) 10 độ C."
4717,"Trong 10 ngày đầu vận hành tuyến buýt sông số 1 (Bạch Đằng – Linh Đông), người dân sẽ được đi miễn phí."
4718,"Không nhìn thấy tương lai trong những trang sách, nhiều học sinh vùng cao đi thẳng từ lớp học đến biên giới. Chúng trở thành những lao động bất hợp"
4719,"Tháng 10 âm lịch, nhiều ngư dân Hà Tĩnh xuống biển đánh bắt ruốc bằng cách đi cà kheo có gắn lưới."
4720,"Việc doanh nghiệp phải đóng 100 triệu đồng mỗi năm để phòng chống thiên tai được cho là quá nhiều, còn người lao động bức xúc."
4721,"Tranh thủ lúc làm rẫy, người dân Quảng Ngãi trèo cây hái trái bứa, vị ngọt thanh giống măng cụt, ăn giải khát hoặc bán 25.000 đồng một kg."
4722,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
4723,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
4724,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
4725,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
4726,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
4727,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
4728,"Sáng chế máy hút hạt giống tự động thay cho hàng chục nhân lực, ông Phạm Văn Hát (Tứ Kỳ, Hải Dương) mỗi năm kiếm được cả gần tỷ đồng."
4729,"Chủ tịch nước Trần Đại Quang khẳng định, trong thành công chung của APEC có sự đóng góp rất lớn của người dân, công chức, chiến sĩ ở Đà Nẵng."
4730,"Chở nhau bằng xe máy trên quốc lộ 1A, hai người đàn ông ở Hà Tĩnh bị xe tải chạy cùng chiều cuốn vào gầm khiến tử vong tại chỗ."
4731,"Bộ Giao thông đang nghiên cứu phương án xây dựng mới đường sắt tốc độ cao, ưu tiên các đoạn Hà Nội - Vinh, TP HCM - Nha Trang."
4732,"Từ tối 19/11, mưa lớn trên diện rộng ở Thừa Thiên Huế đã khiến nhiều tuyến đường ngập sâu gần một mét."
4733,"Phó bí thư Tỉnh ủy Nghệ An, Hậu Giang được điều động về cơ quan của Quốc hội và Kiểm toán Nhà nước."
4734,"Lũ lên báo động 2, nhiều tuyến đường ở huyện Nông Sơn, Đại Lộc bị ngập sâu 0,5-1,5 m, giao thông chia cắt."
4735,Hai đoàn tàu Bắc Nam đang bị dừng hoạt động do một hòn đá lớn sạt lở vào đường sắt đoạn Lăng Cô (Thừa Thiên Huế).
4736,"Hơn hai nghìn hộ dân dọc đường Minh Khai (Hai Bà Trưng, Hà Nội) đang được giải toả để làm tuyến giao thông vành đai và đường trên cao trị"
4737,"Đại biểu Dương Trung Quốc cho rằng, việc trao cơ chế đặc thù cho TP HCM sẽ có hiệu quả lớn, tạo động lực bứt phá cho cả nước."
4738,"CSGT TP HCM đang truy tìm tài xế cầm điện thoại nói chuyện, lái xe container bằng chân, khi đổ dốc cầu Phú Mỹ (quận 2)."
4739,Nhiều người đi đường chứng kiến cảnh nữ tài xế bất tuân hiệu lệnh của cảnh sát giao thông nên đã chặn đầu để dừng xe.
4740,"Nhận tiền đền bù cả tỷ đồng, hàng trăm hộ dân Quảng Ngãi nhanh chóng lâm cảnh tay trắng khi đã trót vay tín dụng đen lãi suất ""cắt cổ""."
4741,"Sau những ngày chán nản vì tai nạn lao động liệt chân, Anh Trung (Vĩnh Phúc) đã vượt lên số phận, nuôi gần 1000 con chim bồ câu cải thiện"
4742,Bốn thầy trò hàng ngày miệt mài luyện chữ tại điểm trường heo hút cả năm không bóng người qua lại.
4743,"Hoàn lưu áp thấp nhiệt đới cùng không khí lạnh mạnh gây mưa to từ Thừa Thiên Huế đến Phú Yên, lũ sẽ lên xấp xỉ báo động 3."
4744,"Nhiều năm nay, xóm của dân ngụ cư từ miền Tây lên Sài Gòn làm rẫy vẫn sống trong những căn chòi, chịu cảnh không điện, không nước sạch."
4745,Binh đoàn 18 (Bộ Quốc phòng) đã cử đoàn công tác sang Anh để phối hợp điều tra vụ tai nạn trực thăng với lực lượng chức năng sở tại.
4746,"Xe đầu kéo chạy tốc độ cao, va vào xe khách chở tám người khiến xe này suýt lao xuống vực sâu 4 m."
4747,"Ông Trần Vĩnh Tuyến nói đất đai là nguồn tài nguyên đặc biệt đối với TP HCM và cần được đưa vào sản xuất, kinh doanh."
4748,"Cơn mưa kèm gió giật mạnh kéo dài hơn một tiếng đã khiến gần 170 căn nhà tốc mái, cả trăm cây gãy đổ, nhiều nơi mất điện..."
4749,"Cầu Hà Tân bắc qua hạ lưu sông Thu Bồn gồm 16 nhịp đã xuống cấp nghiêm trọng, có nhiều khả năng đổ sập bất cứ lúc nào."
4750,"Ôtô đâm xuyên lan can trên quốc lộ 14B (Quảng Nam) khiến hai người tử vong tại chỗ, hai người bị thương."
4751,"Ngày đầu vận hành tuyến buýt đường sông, nhiều người dân Sài Gòn đã háo hức xếp hàng tại bến Bạch Đằng chờ được lên tàu trải nghiệm."
4752,"Sở Giao thông TP HCM vừa đề xuất triển khai dự án sửa chữa chống ngập đường Nguyễn Hữu Cảnh, nơi đang thử nghiệm máy bơm khổng lồ."
4753,"Thành ủy Hà Nội cho hay, Bộ Chính trị đã đồng ý đề xuất của thành phố, trong đó có thí điểm chính quyền đô thị."
4754,Phi công Nguyễn Thành Trung (32 tuổi) được xác định tử nạn trong vụ hai máy bay va chạm tại Anh.
4755,"Băng qua đường sắt không rào chắn, ôtô bốn chỗ bị tàu hỏa hất văng khiến tài xế nguy kịch."
4756,"Nguyên Hiệu trưởng Đại học Bách khoa TP HCM xúc động khi gặp lại cậu Bí thư Đoàn trường hơn 30 năm trước, nay là Bí thư Thành ủy thành"
4757,"Mưa lớn kèm gió lốc đã cuốn bay hàng loạt mái nhà, biển quảng cáo và quật ngã nhiều cây xanh ở TP Thủ Dầu Một (Bình Dương), tối 18/11."
4758,"Là cầu dây văng thứ hai bắc qua sông Hậu, dự án cầu Vàm Cống có vốn đầu tư 5.700 tỷ, khởi công từ 2013."
4759,"Áp thấp nhiệt đới gây mưa lớn ở Nam Bộ, triều cường cũng đang lên khiến TP HCM đứng trước nguy cơ ngập nặng."
4760,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
4761,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
4762,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
4763,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
4764,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
4765,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
4766,"Chính sách đặc thù cho TP HCM, xây dựng đường bộ cao tốc, giải phóng mặt bằng sân bay Long Thành..., là các quyết sách vừa được Quốc hội thông"
4767,"Mới được lát đá tự nhiên có tuổi thọ 50 - 70 năm chưa lâu song vỉa hè nhiều tuyến phố ở Hà Nội đã bị bong tróc, gãy nát."
4768,"Khi thủy triều xuống, người dân xã đảo Quan Lạn (Vân Đồn, Quảng Ninh) ra các bãi triều để cào ngao."
4769,"Người dân Tiền Giang đợi thủy triều rút, ra bãi bồi trầm mình mò bắt vài chục ký sò mỏ vịt (đặc sản biển Gò Công) mỗi ngày, kiếm 100.000-500.000"
4770,"Từ ngày 21/11, do ảnh hưởng của không khí lạnh, ở Thừa Thiên Huế có mưa lũ khiến nhiều vùng ngập lụt."
4771,"Tháng 10 âm lịch hàng năm, nhiều người dân ở Hà Tĩnh đi soi đèn, giăng lưới ở bờ ruộng để bắt rươi."
4772,"Hàng loạt xe máy tháo rời, thiết bị điện tử, điện lạnh cũ được chủ hàng nhập lậu, sau đó tân trang đem bán."
4773,"Hội nghị nhằm kêu gọi doanh nghiệp đầu tư xử lý rác bằng công nghệ đốt, phát điện, thay thế phương pháp chôn lấp rác đã lạc hậu."
4774,"Chỉ thích nghi với khí hậu, thổ nhưỡng của xã Tiên Phong, Duy Tiên, Hà Nam, giống gà Móng quý được nuôi độc nhất ở xã này."
4775,"Sau hơn 5 tháng thử nghiệm, tuyến buýt sông số 1 từ quận 1 đi Thủ Đức đã khai trương với giá vé 15.000 mỗi lượt."
4776,"Bốn tàu cá ở Quảng Bình bốc cháy dữ dội trong đêm khi neo đậu ở lạch cửa Roòn, thiệt hại lên đến cả tỷ đồng."
4777,"Búc xúc vì không được đổ rác tại bãi tập kết, một nhân viên hợp tác xã môi trường ở Hà Tĩnh chở nhiều bì rác vứt xuống sông."
4778,"Đi trên đèo ở Khánh Hòa, đôi nam nữ bị nước mưa từ núi đổ dồn dập xuống, hất văng cả hai cùng xe máy xuống vực."
4779,"Một số trường mầm non ở Hà Tĩnh đã vay hàng trăm triệu đồng của nhiều giáo viên để sửa chữa các công trình, nay vẫn chưa thanh toán hết."
4780,"Nước lũ từ thượng nguồn tràn về đã làm sụp tuyến đường liên thôn, nhà xưởng của người dân ở Huế."
4781,"Bà Phan Thị Mỹ Thanh có đơn khiếu nại việc bản thân bị kỷ luật cảnh cáo, qua xem xét, Ban bí thư giữ nguyên chế tài."
4782,"Quốc hội yêu cầu triển khai Bộ quy tắc ứng xử trên mạng xã hội tại Việt Nam, nhằm hướng tới xây dựng môi trường mạng lành mạnh, an toàn."
4783,"Đỉnh núi Phia Oắc (Bình Nguyên, Cao Bằng) sáng nay trắng xóa vì băng giá khi nhiệt độ xuống dưới 1 độ C, trời mưa nhỏ."
4784,"Bộ Tư lệnh Thủ đô Hà Nội cho công binh người nhái dò khu vực đáy hồ tìm vật liệu nổ, chuẩn bị việc nạo vét lòng hồ Hoàn Kiếm"
4785,"Quốc hội chưa cho TP HCM thí điểm thuế tài sản, nhưng đề nghị Chính phủ nghiên cứu Luật thuế tài sản áp dụng trên toàn quốc."
4786,"Nhằm xây dựng môi trường văn hóa học đường, các trường sẽ xây dựng bộ quy tắc ứng xử, trong đó đề cao tính nhân văn và dân chủ."
4787,"Từ nay đến năm 2019, Nhà nước sẽ thu hồi gần 5.400 ha đất để triển khai Cảng hàng không quốc tế Long Thành."
4788,"Nhằm thuận lợi cho người dân đi bộ, 6 cầu vượt bộ hành sẽ được làm trước các trường và bệnh viện."
4789,"Tình huống giả định cơ sở thu mua phế liệu có nguồn phóng xạ, lực lượng chức năng mang thiết bị chuyên dụng đến cứu nạn và thu gom."
4790,"Công an phát hiện hàng nghìn lít nhớt không giấy chứng nhận, chủ hộ còn xả thải trực tiếp ra môi trường."
4791,"Sáng nay nền nhiệt tiếp tục giảm 3-4 độ, miền núi cao xuống dưới 7 độ, Hà Nội chỉ 14 độ C. Từ ngày 26/11, trời sẽ ấm dần."
4792,"Cơ quan điều tra cáo buộc, cựu chủ tịch HĐQT PVN Đinh La Thăng vượt quyền duyệt góp vốn vào OceanBank khiến gây thiệt hại 800 tỷ đồng."
4793,"Nhà chức trách huyện Khoái Châu (Hưng Yên) phong tỏa hiện trường để tìm hướng xử lý hai tấn đầu đạn được người mua phế liệu thu gom, chất đống."
4794,"Nhà máy ở phía nam Italy sản xuất dầu bằng phương pháp ép lạnh truyền thống, nhằm lưu giữ hương vị đặc trưng của trái ôliu."
4795,"Chạy xe máy vào buổi tối, ông Thọ gặp tai nạn tử vong, thi thể bị bỏ lại giữa đường."
4796,"Khi ai đó giận dữ, người ta thường nói ""keep ... on"". Từ ""shoe"", ""shirt"" hay ""coat"" phù hợp để điền vào chỗ trống?"
4797,"Tại văn phòng Google ở Zurich, Thụy Sĩ, nhân viên có thể họp trong cáp treo, ngủ trong bồn tắm và tận hưởng dịch vụ massage miễn phí."
4798,"Người Việt được vào casino, dân được miễn thuế trong 5 năm, phát triển các ngành riêng biệt... và chỉ có một trưởng đơn vị thực hiện chức năng quản lý"
4799,"Ông Lê Hoàng Việt được bổ nhiệm làm Phó giám đốc Trung tâm phát triển quỹ đất huyện Hiệp Đức, dù không đủ tiêu chuẩn."
4800,"Sau tiếng động lớn, người dân xã Thạch Tân (Hà Tĩnh) chạy ra thấy đầu xe container và ôtô tải dính vào nhau, hai tài xế mắc kẹt trong cabin."
4801,"Theo Giám đốc Sở Nội vụ, khối lượng, yêu cầu công việc của công chức thủ đô cao hơn địa phương khác nên phải trả lương thoả đáng hơn."
4802,"Do chưa đạt được thống nhất với gia đình ông Bô, việc đặt tên phố được rút khỏi tờ trình HĐND thành phố."
4803,"Hơn 2.000 hộ dân ở quận Bình Tân, TP HCM nhiều tháng nay phải sống chung với bụi dạng vải sợi trong khi chính quyền chưa tìm được nguyên nhân."
4804,"Hà Nội cho biết dự án đường sắt Trần Hưng Đạo - Thượng Đình đang ở giai đoạn lập đề xuất, chưa có tổng mức đầu tư chính thức."
4805,Hạng mục khổng lồ trong chùa Huệ Nghiêm (quận Bình Tân) được nhóm ông Nguyễn Văn Cư nâng lên 3 m để không bị ngập úng.
4806,Một loạt tuyến đường bị cấm xe để phục vụ giải Marathon quốc tế lần đầu tiên tổ chức tại TP HCM vào cuối tuần.
4807,"Ông Trương Trọng Nghĩa cho rằng, luật về đặc khu cần quy định khi dự án thất bại thì nhà đầu tư phải trả lại đất cho Nhà nước."
4808,Khu dân cư thiếu chỗ xử lý rác nên nhiều người dân ở Hà Tĩnh cho rác vào bao để treo lên đoàn tàu hàng đi qua nhà.
4809,"Thành phố sẽ nạo vét bùn, dùng nước ngầm bổ sung nước hồ và dùng chế phẩm Redoxy-3C làm sạch nước hồ."
4810,"Dự thảo Luật giáo dục mới công bố đề xuất nhiều quy định mới về tiền lương cho giáo viên, miễn học phí cấp THCS."
4811,"Chủ nhiệm Uỷ ban Tư pháp cho rằng, quy định về thông tin mật không rõ ràng làm ảnh hưởng đến phòng, chống tham nhũng."
4812,"Phó văn phòng Huyện ủy ở Bạc Liêu được phát hiện nằm bất động trong phòng Phó bí thư, người dính đầy máu nên được đưa đi cấp cứu."
4813,"Tuyến 03 và 33 đạt chuẩn về phương tiện, cung cách phục vụ, được thí điểm cuối năm nay."
4814,"Thời tiết bất thường, cúc họa mi nở vào đầu đông, giá mỗi bó hoa tăng thêm khoảng 30.000 đồng so với những năm trước."
4815,"Nhặt được chiếc cặp bên trong có 2.200 USD, ông lão có gia cảnh nghèo khó ở Kiên Giang liền mang đến công an phường trình báo."
4816,"Lãnh đạo các sở ở TP HCM phải họp hơn 2.000 cuộc, tính từ đầu năm, nên không có nhiều thời gian đi thực tế."
4817,"Nước lũ tràn về, chuột đồng bò lên những bụi tre, bờ đê trú ẩn, người dân mang theo gậy tre, ná bắt về làm món ăn."
